,"('Sex and Age', 'Under 5 years')","('Sex and Age', '10 to 14 years')","('Sex and Age', '15 to 19 years')","('Sex and Age', '20 to 24 years')","('Sex and Age', '25 to 34 years')","('Sex and Age', '35 to 44 years')","('Sex and Age', '45 to 54 years')","('Sex and Age', '55 to 59 years')","('Sex and Age', '60 to 64 years')","('Sex and Age', '65 to 74 years')","('Sex and Age', '75 to 84 years')","('Sex and Age', '85 years and over')","('Sex and Age', 'Total population')","('Place of Birth', 'Native')","('Place of Birth', 'Born in United States')","('Place of Birth', 'State of residence')","('Place of Birth', 'Different state')","('Place of Birth', 'Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)')","('Place of Birth', 'Foreign born')","('Residence 1 Year Ago', 'Same house')","('Residence 1 Year Ago', 'Different house in the U.S.')","('Residence 1 Year Ago', 'Same county')","('Residence 1 Year Ago', 'Different county')","('Residence 1 Year Ago', 'Same state')","('Residence 1 Year Ago', 'Different state')","('Residence 1 Year Ago', 'Abroad')","('Commuting to Work', 'Car, truck, or van -- drove alone')","('Commuting to Work', 'Car, truck, or van -- carpooled')","('Commuting to Work', 'Public transportation (excluding taxicab)')","('Commuting to Work', 'Walked')","('Commuting to Work', 'Worked from home')","('Commuting to Work', 'Mean travel time to work (minutes)')","('Occupation', 'Civilian employed population 16 years and over')","('Occupation', 'Management, business, science, and arts occupations')","('Occupation', 'Service occupations')","('Occupation', 'Sales and office occupations')","('Occupation', 'Natural resources, construction, and maintenance occupations')","('Occupation', 'Production, transportation, and material moving occupations')",Civilian employed population 16 years and over,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,Civilian employed population 16 years and over,Private wage and salary workers,Total households,"Less than $10,000","$10,000 to $14,999","$15,000 to $24,999","$25,000 to $34,999","$35,000 to $49,999","$50,000 to $74,999","$75,000 to $99,999","$100,000 to $149,999","$150,000 to $199,000","$200,000 or more",Median household income (dollars),Mean household income (dollars),Civilian noninstitutionalized population,With health insurance coverage,With private health insurance,With public coverage,No health insurance coverage,Civilian noninstitutionalized population under 19 years,No health insurance coverage.1,Population 25 years and over,Less than 9th grade,"9th to 12th grade, no diploma",High school graduate (includes equivalency),"Some college, no degree",Associate's degree,Bachelor's degree,Graduate or professional degree,Percent high school graduate or higher,Percent bachelor's degree or higher,One race,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Two or more races,"('Value', 'Median (dollars)')"
20,0.084164999,0.089582705,0.078064596,0.081471225,0.162355715,0.122966304,0.113808845,0.048271324,0.043307378,0.053754832,0.028510131,0.00944123,729460,0.726785567,0.716142078,0.643175774,0.072966304,0.01064349,0.273214433,0.886697009,0.09335673,0.057597401,0.035759329,0.02760261,0.008156719,0.005535602,0.283454884,0.055967428,0.002451128,0.006103145,0.012436597,23.8,0.361845749,0.068042113,0.065449785,0.06334823,0.107384915,0.057620706,0.361845749,0.094335536,0.022901873,0.022967675,0.011618183,0.034215721,0.023213062,0.001651907,0.006935267,0.024119211,0.061636005,0.026400351,0.011168536,0.020682423,0.361845749,0.290510789,0.26953774,0.020301319,0.013117923,0.03865325,0.034584487,0.037795081,0.049428344,0.029831656,0.027741069,0.011448195,0.006636416,0.063111068,0.084376114,0.948486552,0.847417268,0.379146218,0.530426617,0.101069284,0.322799057,0.012671017,0.58241576,0.133718093,0.086122611,0.153183177,0.113751268,0.033527541,0.044693335,0.017419735,62.3,10.7,0.973115729,0.710994434,0.028856963,0.017257972,0.031670002,0.001155649,0.183180709,0.026884271,214400
21,0.075887254,0.0826175,0.070897119,0.06609426,0.148722164,0.133245851,0.107865999,0.055044953,0.050022304,0.076702687,0.033002262,0.016927705,768917,0.826559954,0.818959654,0.701000238,0.117959416,0.0076003,0.173440046,0.862436388,0.122842908,0.089460891,0.033382017,0.024059814,0.009322203,0.001412376,0.346141391,0.048525394,0.001624363,0.004736532,0.017695018,23.4,0.434456515,0.156603379,0.078783536,0.081698025,0.05822475,0.059146826,0.434456515,0.036902553,0.026246006,0.03106187,0.013511211,0.04699727,0.023882942,0.005039556,0.018272453,0.035977875,0.120474642,0.030587177,0.016961519,0.028541442,0.434456515,0.323236448,0.32642795,0.016701413,0.011838729,0.022028385,0.030369988,0.040852264,0.059464155,0.044505454,0.054185302,0.027191491,0.019290769,0.086526894,0.111836518,0.992759947,0.931070584,0.581130343,0.453489778,0.061689363,0.300193649,0.006466238,0.621533924,0.061513791,0.044851395,0.138369941,0.153342949,0.070882813,0.09931241,0.053260625,82.9,24.5,0.952680198,0.660201296,0.031929324,0.009868425,0.083517467,0.002264224,0.164899462,0.047319802,298300
22,0.066794596,0.07981315,0.074768359,0.060257,0.149404564,0.131536753,0.112416173,0.058601025,0.05931304,0.084438553,0.04189833,0.013481095,741557,0.858040582,0.845639647,0.692541504,0.153098144,0.012400935,0.141959418,0.848416238,0.137302999,0.101401511,0.035901488,0.024873341,0.011028148,0.005094686,0.327972091,0.046794784,0.004003738,0.002245276,0.016043271,26,0.408582213,0.147149848,0.066791899,0.084588238,0.055723296,0.054328932,0.408582213,0.029612019,0.030450795,0.027449003,0.009140228,0.040393389,0.028744925,0.005667804,0.015901677,0.038571546,0.096658787,0.030140637,0.018099755,0.03775165,0.408582213,0.292739466,0.333972978,0.016147107,0.022822251,0.031261252,0.026838126,0.037510266,0.056067167,0.037935047,0.05532953,0.028960687,0.021101547,0.085698065,0.114792255,0.974038408,0.913821864,0.592926774,0.431137458,0.060216544,0.276195896,0.006792465,0.651089532,0.044672223,0.053041101,0.17145951,0.17095112,0.0669726,0.098201487,0.04579149,85,22.1,0.950564825,0.721469826,0.067541672,0.010130037,0.049953004,0.001185344,0.100284941,0.049435175,264300
23,0.054465226,0.063556099,0.080444183,0.105689524,0.126701318,0.113020261,0.106503147,0.061277956,0.06017821,0.102040429,0.051654162,0.024736827,737443,0.818029326,0.8065342,0.610066134,0.196468066,0.011495126,0.181970674,0.795311638,0.184770891,0.117476198,0.067294693,0.047636224,0.019658469,0.007696866,0.330462151,0.062476693,0.013318996,0.019337088,0.035366801,21,0.480251355,0.18577029,0.100198931,0.088230548,0.061082687,0.044968899,0.480251355,0.034054157,0.032833724,0.03159973,0.00910172,0.044944491,0.018762128,0.007993838,0.022518351,0.060800631,0.110506168,0.062632637,0.025360604,0.019143174,0.480251355,0.366001169,0.348619487,0.017124035,0.010547256,0.023319768,0.022115608,0.042837209,0.055376483,0.045660478,0.062202774,0.028943254,0.040492621,0.103476472,0.144577954,0.979866919,0.89321073,0.657170792,0.369376345,0.086656189,0.21946781,0.008726098,0.64611231,0.056695907,0.038760962,0.121155127,0.145350895,0.053380397,0.13951858,0.091250442,85.2,35.7,0.96526918,0.802777977,0.020425985,0.011599541,0.050399828,0.000949226,0.079116623,0.03473082,624900
24,0.057782958,0.083929458,0.078143234,0.063662374,0.124683392,0.129039751,0.139684456,0.069248306,0.063708274,0.073896758,0.039428388,0.013220687,718949,0.813657158,0.803190491,0.666139045,0.137051446,0.010466667,0.186342842,0.9003309,0.086401122,0.066544359,0.019856763,0.009999318,0.009857445,0.002489745,0.357768075,0.041326993,0.009488851,0.002582937,0.026019926,37.5,0.452396484,0.174617393,0.081271411,0.100467488,0.04369851,0.052341682,0.452396484,0.001879132,0.034838354,0.046288402,0.010093901,0.045171493,0.030299785,0.017677193,0.030369331,0.04994791,0.100046039,0.042300636,0.020541095,0.022943213,0.452396484,0.349108212,0.307507208,0.013069077,0.007430291,0.018675873,0.017707793,0.031408347,0.048459626,0.042826404,0.05778574,0.033564272,0.036579785,0.117769132,0.151767372,0.99023992,0.937882937,0.718671283,0.313774691,0.052356982,0.26875898,0.006427438,0.652910012,0.049621044,0.049324778,0.154588156,0.154362827,0.060696934,0.122240938,0.062075335,84.8,28.2,0.959923444,0.671335519,0.100596843,0.016404502,0.086153538,0.003396625,0.082036417,0.040076556,496700
25,0.057698112,0.074878538,0.067630094,0.065245646,0.134169957,0.125038764,0.125508762,0.066196669,0.063564129,0.094402062,0.047075606,0.020868738,725535,0.780872046,0.765497185,0.594626035,0.17087115,0.015374861,0.219127954,0.899760866,0.083980787,0.054410883,0.029569904,0.020270559,0.009299345,0.003644207,0.379303548,0.048912871,0.005445637,0.009756938,0.028294982,27,0.48797508,0.177105171,0.092420076,0.105086591,0.061087336,0.052275907,0.48797508,0.025440537,0.029826266,0.044134328,0.01421296,0.050630225,0.019283701,0.011238603,0.031448517,0.057171604,0.096308242,0.051557816,0.028723632,0.027998649,0.48797508,0.381343422,0.313432157,0.009744533,0.006132027,0.016365854,0.017224531,0.029101284,0.044394826,0.047482203,0.062752314,0.036448965,0.04378562,0.126254419,0.166087094,0.990464967,0.890589703,0.636138849,0.360403013,0.099875264,0.244032335,0.01009462,0.676824688,0.063165802,0.035229176,0.139452955,0.141028345,0.059834467,0.149644056,0.088469888,85.5,35.2,0.953763774,0.811077343,0.019600708,0.00717953,0.06667218,0.00051686,0.048717154,0.046236226,631200
26,0.050633924,0.055524613,0.053693761,0.056447755,0.148282156,0.13087293,0.142039022,0.071902669,0.065146054,0.098669581,0.051343817,0.02819652,712783,0.613754817,0.603530107,0.475131983,0.128398124,0.010224711,0.386245183,0.902745997,0.07911384,0.060356378,0.018757462,0.00864639,0.010111072,0.008559407,0.377882189,0.04426733,0.021672795,0.012390868,0.034650097,31.7,0.511779883,0.255895553,0.085553387,0.104921133,0.024043783,0.041366026,0.511779883,0.001857508,0.021825717,0.03517901,0.016371041,0.042541699,0.028875548,0.015656939,0.036520231,0.072242183,0.133538538,0.053028762,0.02981272,0.024329985,0.511779883,0.38754151,0.341895079,0.015753743,0.009889405,0.018120522,0.018243982,0.025328887,0.055279096,0.044622276,0.065014177,0.037594892,0.052048099,0.127376775,0.170674665,0.991958282,0.928798807,0.669134926,0.337377575,0.063159475,0.19596427,0.003801999,0.736452749,0.05671151,0.038234638,0.134665108,0.114190434,0.054882061,0.20023766,0.137531338,87.1,45.9,0.955909442,0.382969291,0.039146557,0.00657844,0.393275373,0.001481517,0.132458266,0.044090558,770100
27,0.044386333,0.046062377,0.038413441,0.049981321,0.197337657,0.159577614,0.130766091,0.069415937,0.060324622,0.092260338,0.05104147,0.020864014,693299,0.610934099,0.595790561,0.381017425,0.214773135,0.015143538,0.389065901,0.88151144,0.103725809,0.080001558,0.023724252,0.007328728,0.016395523,0.006823896,0.395374867,0.031681857,0.034506036,0.017419613,0.052555968,31.4,0.559794548,0.291069221,0.092307936,0.11213488,0.02645756,0.03782495,0.559794548,0.001207271,0.023982438,0.024647374,0.012938141,0.050352013,0.021652995,0.064105098,0.032812683,0.092494003,0.106200932,0.079987134,0.034328623,0.015085843,0.559794548,0.437691386,0.426202836,0.026467657,0.023076624,0.034331508,0.027846571,0.042537203,0.060072205,0.050735685,0.072819952,0.03269008,0.055625351,0.10735772,0.155129316,0.994438186,0.905713119,0.642060641,0.33585365,0.088725067,0.161328662,0.007007078,0.781587742,0.047837946,0.035583493,0.135071592,0.122520009,0.064719551,0.248276718,0.127578433,89.3,48.1,0.952333697,0.671606334,0.027297025,0.00522574,0.150816603,0.00292803,0.094459966,0.047666303,882900
28,0.057548223,0.064402453,0.068805658,0.075793657,0.16814253,0.143494334,0.129463993,0.060744727,0.052138969,0.068899017,0.033726324,0.012505939,717659,0.576808763,0.564373888,0.477457957,0.086915931,0.012434875,0.423191237,0.893374151,0.08970695,0.072664037,0.017042913,0.006040473,0.01100244,0.007467335,0.356057682,0.064116802,0.035934894,0.006967097,0.023605919,33.2,0.511031005,0.150231517,0.120912578,0.101302987,0.061579385,0.077004538,0.511031005,0.004412959,0.052368883,0.04445008,0.009387467,0.055910955,0.029597622,0.022174877,0.024036485,0.060849233,0.09672421,0.060323914,0.035962762,0.014831556,0.511031005,0.396882085,0.29522517,0.016386613,0.016463251,0.026576689,0.02416468,0.038112808,0.054826875,0.038621407,0.044543439,0.017771672,0.017757737,0.084956783,0.110995612,0.994813693,0.866745906,0.458808431,0.453450734,0.128067787,0.241625898,0.011667101,0.669115834,0.112460096,0.079377532,0.158084829,0.121095116,0.048885334,0.116336589,0.032876338,71.3,22.3,0.966489656,0.582227771,0.040207118,0.005474745,0.073959917,0.000521139,0.264098966,0.033510344,565000
29,0.054920936,0.053506129,0.053667111,0.057301633,0.152043944,0.13899003,0.149237889,0.065016975,0.065519552,0.088928647,0.047681994,0.025382757,764062,0.664317817,0.651812287,0.456443325,0.195368962,0.01250553,0.335682183,0.879969165,0.101761375,0.081582385,0.020178991,0.010524015,0.009654976,0.007342336,0.407896218,0.045093199,0.016642628,0.01021514,0.039869801,33.1,0.540206161,0.266814735,0.085667132,0.114210627,0.0322945,0.041219168,0.540206161,0.001104622,0.032252618,0.033974992,0.012557881,0.05082441,0.019112323,0.044301379,0.045979253,0.082761608,0.114855862,0.062070879,0.029607545,0.010802788,0.540206161,0.434068178,0.370290631,0.014731789,0.012980622,0.022462837,0.022178828,0.033982844,0.051537702,0.04600412,0.068862213,0.036836016,0.060713659,0.117084739,0.165245752,0.995065845,0.92393811,0.68181378,0.337725211,0.071127736,0.19940921,0.007025608,0.732801788,0.044424405,0.031832495,0.122109201,0.14551306,0.057411571,0.215537483,0.115973573,89.6,45.2,0.948922993,0.615435658,0.044826205,0.003236648,0.124260858,0.001382087,0.159781536,0.051077007,717000
30,0.06329554,0.073185717,0.07344581,0.071468571,0.163885262,0.126308428,0.129872767,0.062175547,0.046362941,0.078749854,0.031694215,0.013206365,753576,0.792275762,0.779983704,0.659309744,0.12067396,0.012292058,0.207724238,0.87442806,0.11051042,0.07529433,0.03521609,0.029801905,0.005414185,0.002760173,0.366310764,0.046283321,0.006613799,0.006540813,0.024464686,29.6,0.468165122,0.160744238,0.084218446,0.099313142,0.044189305,0.07969999,0.468165122,0.003800546,0.032938947,0.032998662,0.016787955,0.060009873,0.047691275,0.004347272,0.019353058,0.047282557,0.11114871,0.042761447,0.024296156,0.024748665,0.468165122,0.369190367,0.305170281,0.016046159,0.011523722,0.019735236,0.025195866,0.036994278,0.050789834,0.044035373,0.053800811,0.02313768,0.023911324,0.093625593,0.119240793,0.979285434,0.893863393,0.571235018,0.391434971,0.085422041,0.262392911,0.011973577,0.65225538,0.046964075,0.068263851,0.160298364,0.157668238,0.050067943,0.102635965,0.066356943,82.3,25.9,0.948334342,0.605028557,0.111846715,0.004057985,0.083854847,0.0019016,0.141644638,0.051665658,390400
31,0.057087935,0.065272303,0.062005691,0.069724828,0.142964582,0.135692125,0.128027217,0.067708348,0.062563684,0.090979927,0.046999826,0.018183998,700726,0.639492469,0.63042045,0.563967942,0.066452508,0.00907202,0.360507531,0.913239983,0.073757788,0.058836121,0.014921667,0.010403496,0.004518171,0.003961606,0.374036357,0.057299144,0.016805428,0.008097316,0.016832542,33.6,0.48898999,0.149180992,0.10098241,0.10648242,0.047442224,0.084901945,0.48898999,0.003339394,0.034175983,0.053681468,0.022295448,0.044796397,0.0353305,0.009775576,0.024991223,0.05599621,0.107979438,0.05032923,0.026964891,0.019334233,0.48898999,0.387472421,0.288903223,0.010267922,0.014151038,0.023123161,0.02252521,0.033929096,0.047171077,0.042535884,0.05380277,0.022903389,0.018493677,0.101517569,0.12430679,0.994554219,0.902351276,0.554703265,0.409672254,0.092202944,0.221768566,0.007780502,0.693119707,0.087510668,0.065386471,0.191375802,0.142586403,0.051473757,0.111315978,0.043470629,77.9,22.3,0.952026898,0.503078236,0.025931677,0.008445526,0.192015139,0.004366899,0.218189421,0.047973102,555700
32,0.049642851,0.056524432,0.064092183,0.057633952,0.138856214,0.128910312,0.135936799,0.070524841,0.067604005,0.094138723,0.057959279,0.029152957,703908,0.773224626,0.756826176,0.462147042,0.294679134,0.01639845,0.226775374,0.840952227,0.136388562,0.095062139,0.041326423,0.016625752,0.024700671,0.013716281,0.359879416,0.029215466,0.009869187,0.028195446,0.059409752,30.1,0.513932218,0.334386028,0.051020872,0.094418589,0.011385011,0.022721719,0.513932218,0.001295624,0.014950817,0.035295806,0.01349182,0.03838996,0.017218159,0.042708706,0.049156992,0.104826199,0.114476608,0.048048893,0.022527092,0.011545543,0.513932218,0.40513533,0.414336817,0.019116134,0.010589452,0.017834717,0.01750797,0.024001716,0.048737903,0.042511237,0.067700609,0.049046182,0.117290896,0.166231951,0.262129426,0.99509595,0.955629145,0.818142428,0.251785745,0.039466805,0.205477136,0.007662933,0.72308313,0.012528626,0.012579769,0.068294436,0.107553828,0.040849088,0.284858249,0.196419134,96.5,66.6,0.943351972,0.713735318,0.031663229,0.003057218,0.162981526,0.001254425,0.030660257,0.056648028,1419000
33,0.054195512,0.056600853,0.05331748,0.077258569,0.209952304,0.14459579,0.12764882,0.051721682,0.04913005,0.068691938,0.038882694,0.019290671,730042,0.559010304,0.545064531,0.435416045,0.109648486,0.013945773,0.440989696,0.867976089,0.111438794,0.08829492,0.023143874,0.010451453,0.01269242,0.008662515,0.294307725,0.048071207,0.085092365,0.029143529,0.030184565,34,0.512129439,0.179684183,0.12384219,0.0938809,0.045246712,0.069475455,0.512129439,0.001180754,0.03910049,0.040319598,0.017278458,0.051218971,0.025313612,0.023947937,0.023667131,0.072562948,0.092812468,0.077588687,0.032772087,0.014366297,0.512129439,0.400383814,0.352512595,0.034476099,0.022308306,0.035597952,0.033685733,0.042003063,0.060791023,0.037981376,0.045117952,0.017637341,0.02291375,0.071287679,0.104020043,0.979787464,0.816724243,0.415336378,0.440510272,0.163063221,0.200996655,0.010143252,0.70991395,0.133400544,0.07547374,0.148607888,0.096416371,0.041205848,0.15405826,0.060751299,70.6,30.3,0.961967942,0.346629372,0.049504001,0.016762049,0.202666422,0.001186233,0.345219864,0.038032058,688100
34,0.067131982,0.074647908,0.07323156,0.077784012,0.160333646,0.14463874,0.120203808,0.052181214,0.052305455,0.061787004,0.031746841,0.011216999,764643,0.699319813,0.685603608,0.617672561,0.067931048,0.013716205,0.300680187,0.886180871,0.096019973,0.050161971,0.045858002,0.038888736,0.006969265,0.005164502,0.362091852,0.056184389,0.006826715,0.003984866,0.02532816,32.4,0.470911262,0.115602968,0.086793445,0.104583446,0.053673414,0.11025799,0.470911262,0.003609528,0.038980282,0.050337216,0.016263799,0.051302372,0.056941605,0.00457076,0.019739931,0.048630537,0.084453791,0.046752537,0.029535352,0.019793551,0.470911262,0.381112493,0.264135028,0.010437551,0.008355533,0.017227647,0.019228581,0.031077248,0.047908632,0.044922925,0.053043054,0.019480987,0.01245287,0.095559627,0.112133375,0.987815229,0.887046635,0.542701627,0.397163121,0.100768594,0.273770897,0.010704342,0.634413707,0.084054912,0.084708812,0.164039951,0.145218095,0.040607185,0.085480414,0.030304338,73.4,18.3,0.950120514,0.520577577,0.053451088,0.010552637,0.074273877,0.003623913,0.287641422,0.049879486,423700
35,0.0480613,0.064992511,0.060448764,0.057005891,0.124491243,0.113849032,0.111054509,0.064460599,0.068808517,0.129124965,0.079941622,0.025669389,755764,0.794378933,0.782921653,0.564399733,0.21852192,0.01145728,0.205621067,0.867879391,0.116306148,0.074933445,0.041372704,0.025718346,0.015654358,0.008948561,0.303466426,0.044130178,0.005082274,0.005389248,0.026734536,30.3,0.398772633,0.122542222,0.102505544,0.086201513,0.043002842,0.044520512,0.398772633,0.00845502,0.034125732,0.019168682,0.007755066,0.050080448,0.021562287,0.004919525,0.020843808,0.041900646,0.088841226,0.054849133,0.029101677,0.017169381,0.398772633,0.298728174,0.367020657,0.026672347,0.019971843,0.038095225,0.031486019,0.04555258,0.056603649,0.046081846,0.053884546,0.023848715,0.024823887,0.077706797,0.112343271,0.985449161,0.902195659,0.527885689,0.510980941,0.083253502,0.213982143,0.006951906,0.717399876,0.057807728,0.070127712,0.183857659,0.175990124,0.056012194,0.108042987,0.065561472,82.2,24.2,0.965038028,0.712271291,0.049467823,0.012907468,0.039206684,0.000842856,0.150341906,0.034961972,310900
36,0.05105988,0.051922668,0.057269773,0.077794043,0.198332216,0.142474525,0.130347787,0.056236608,0.052150291,0.072615952,0.03828571,0.016872754,733668,0.682323612,0.671756162,0.490840544,0.180915619,0.01056745,0.317676388,0.886939324,0.095455983,0.069726361,0.025729622,0.010702389,0.015027233,0.008679675,0.383081993,0.031789583,0.046165295,0.01810083,0.033091262,31.6,0.539573758,0.244061347,0.111470038,0.099261519,0.032953598,0.051827257,0.539573758,0.00103998,0.027603766,0.028117623,0.013087664,0.046382015,0.028322075,0.033213933,0.032640104,0.101186095,0.118001603,0.062367447,0.029273459,0.018337995,0.539573758,0.418776613,0.37554725,0.02736115,0.017852762,0.027620122,0.029830932,0.038251634,0.058879493,0.036235736,0.059671405,0.034394304,0.045449713,0.094828996,0.145583561,0.995440717,0.895293239,0.583435559,0.374370969,0.100147478,0.198069154,0.009294395,0.707315843,0.085178855,0.049874057,0.117183794,0.130027478,0.040437909,0.169102373,0.115511376,80.9,40.2,0.961411701,0.501793727,0.219074568,0.005059509,0.091771755,0.001476145,0.142235998,0.038588299,828000
37,0.052575176,0.066801984,0.062285402,0.071818201,0.147876199,0.133889271,0.125132893,0.06141388,0.06423568,0.089031461,0.048789593,0.019201862,704515,0.692083206,0.683478705,0.611925935,0.07155277,0.008604501,0.307916794,0.920394882,0.066776435,0.05305068,0.013725755,0.010180053,0.003545702,0.003815391,0.390284096,0.044089906,0.0106002,0.008303585,0.016590136,32.8,0.488777386,0.164638084,0.086157144,0.121669517,0.036629454,0.079683186,0.488777386,0.002638695,0.031404583,0.052985387,0.021392021,0.050024485,0.037153219,0.007882018,0.026367075,0.053678062,0.109576091,0.049780345,0.02560201,0.020293393,0.488777386,0.38952045,0.288384208,0.011585275,0.008107705,0.021461573,0.01808904,0.030115753,0.04762993,0.039208534,0.060813467,0.031051149,0.020321782,0.112947205,0.132748061,0.994709836,0.912903203,0.629640249,0.362927688,0.081806633,0.225556589,0.007961505,0.68957084,0.068748004,0.060728302,0.174473219,0.156107393,0.058176192,0.118349503,0.052988226,81.2,24.8,0.963325124,0.414038026,0.048419125,0.008577532,0.16117187,0.003109941,0.32800863,0.036674876,578600
38,0.056336241,0.060630863,0.060319921,0.064804176,0.131348511,0.12710548,0.138968677,0.071162448,0.068666548,0.09824785,0.048035629,0.019359265,717176,0.664984606,0.653198099,0.541610428,0.111587672,0.011786507,0.335015394,0.88160089,0.100240387,0.06153859,0.038701797,0.027534385,0.011167412,0.008889031,0.40205612,0.047875277,0.009731224,0.004280679,0.028570393,33.3,0.510708668,0.227875724,0.072216583,0.12817077,0.032484355,0.049961237,0.510708668,0.002933729,0.034932848,0.055224938,0.024277165,0.052623066,0.026530447,0.006652481,0.041827947,0.057213292,0.11769217,0.04861847,0.022142403,0.020039711,0.510708668,0.406240588,0.320335594,0.009510915,0.006200709,0.013056767,0.016824322,0.025816536,0.05126775,0.042923913,0.071545897,0.036282586,0.046906199,0.134459324,0.165609279,0.997158299,0.928316062,0.690460919,0.317843877,0.068842237,0.221313876,0.008935045,0.702894408,0.040267661,0.030515522,0.127053889,0.140966792,0.061470267,0.199822638,0.10279764,89.9,43.1,0.96191172,0.51941225,0.017373699,0.002686928,0.3271303,0.001850313,0.093458231,0.03808828,685300
39,0.073883905,0.08873723,0.081545226,0.079338319,0.150858878,0.131961885,0.130748086,0.053236751,0.044970626,0.056785961,0.025033034,0.01086832,715934,0.602265013,0.597752027,0.565883168,0.031868859,0.004512986,0.397734987,0.935636525,0.048609229,0.044393757,0.004215472,0.002296301,0.001919171,0.002880154,0.316328041,0.054762031,0.037488092,0.010304022,0.01098565,33.9,0.457086826,0.078451366,0.104357385,0.101635067,0.054072023,0.118570986,0.457086826,0.003711236,0.037707386,0.060709507,0.027934139,0.055051164,0.041883749,0.003700062,0.018515673,0.043107326,0.07123841,0.05402593,0.027390793,0.012111452,0.457086826,0.379469337,0.250609693,0.011798574,0.013575274,0.030030701,0.026611392,0.038693511,0.046808784,0.033711208,0.031142535,0.012245542,0.005992172,0.072316722,0.092123017,0.997489992,0.838901351,0.356965866,0.512453662,0.158588641,0.29871748,0.014923163,0.60446354,0.164133845,0.094044982,0.151914841,0.101235589,0.032327002,0.045372898,0.015434384,57.3,10.1,0.982857358,0.557096045,0.050929276,0.010851559,0.018996164,0.001402364,0.34358195,0.017142642,500800
40,0.068320455,0.084607083,0.083902893,0.086035802,0.155085869,0.134342758,0.123063,0.049655595,0.047910372,0.057833864,0.028501917,0.010332787,786719,0.742243419,0.731408546,0.625141887,0.106266659,0.010834872,0.257756581,0.884170841,0.099078578,0.051194899,0.047883679,0.043929281,0.003954398,0.005042461,0.349919094,0.053187987,0.006997416,0.005332272,0.020721503,35,0.453091892,0.116990946,0.087501382,0.098281597,0.056877996,0.09343997,0.453091892,0.002492631,0.048605665,0.045838476,0.016156976,0.053531185,0.044984296,0.004382759,0.017797969,0.045347831,0.09109733,0.040523999,0.021789228,0.020543549,0.453091892,0.362388604,0.248050447,0.009322261,0.008546889,0.016327304,0.015107046,0.0309043,0.051480897,0.037946204,0.045491465,0.018716975,0.014207106,0.088956794,0.108927076,0.995221928,0.884160672,0.535929601,0.404987041,0.111061256,0.287726622,0.013030065,0.606726163,0.081644145,0.060077359,0.174015118,0.141388475,0.042923839,0.067137059,0.039540166,76.6,17.6,0.963793934,0.465922394,0.090859633,0.008100732,0.066901905,0.002375689,0.329633579,0.036206066,378800
41,0.070017441,0.076935431,0.069656968,0.059859951,0.141479153,0.135968554,0.132918214,0.064660311,0.051908128,0.070155444,0.040863137,0.012083582,840562,0.818584471,0.804765145,0.652945291,0.151819854,0.013819326,0.181415529,0.867358981,0.116504196,0.063940554,0.052563642,0.043623195,0.008940447,0.004530302,0.356460321,0.041416338,0.003308501,0.00301227,0.025469864,40.5,0.448798542,0.166801497,0.078273822,0.103567613,0.044132378,0.056023232,0.448798542,0.002989666,0.044296554,0.049039809,0.011475656,0.053178707,0.023709137,0.006969147,0.026671441,0.041537686,0.097988013,0.040576424,0.020457741,0.029908561,0.448798542,0.341341864,0.280791899,0.009198608,0.005772329,0.012604662,0.016861338,0.024047007,0.046684242,0.035991396,0.06224407,0.033061214,0.034327034,0.107845703,0.135899553,0.989463002,0.920245027,0.685293887,0.316036176,0.069217976,0.278619543,0.009882674,0.650036523,0.034873097,0.038858526,0.16760929,0.173883664,0.062405867,0.114135543,0.058270538,88.7,26.5,0.945491231,0.611450434,0.0621715,0.005078745,0.095211299,0.007048855,0.164530398,0.054508769,455800
42,0.069404565,0.066249873,0.05552793,0.064193976,0.174169755,0.133907327,0.129747411,0.056845949,0.059177213,0.069450014,0.038582153,0.017842725,748092,0.678048957,0.664723055,0.535034461,0.129688594,0.013325901,0.321951043,0.886890917,0.092550114,0.076037439,0.016512675,0.006239874,0.010272801,0.007190292,0.364072868,0.045879384,0.025749507,0.011315453,0.022006652,31.2,0.504486079,0.170319961,0.107843688,0.112611818,0.03957401,0.074136604,0.504486079,0.002936805,0.029638066,0.045333996,0.01786144,0.050426953,0.044867476,0.015257482,0.027530036,0.063572395,0.102693252,0.058754806,0.029638066,0.015975308,0.504486079,0.396834881,0.328974244,0.017532603,0.014772247,0.023823273,0.025833721,0.040373377,0.056419531,0.04090005,0.054093614,0.027091588,0.02813424,0.089120055,0.121967619,0.995739829,0.889837079,0.54658919,0.418911043,0.10590275,0.246332002,0.009976046,0.679722547,0.080671896,0.066245863,0.151770103,0.133093256,0.045843292,0.141336894,0.060761243,78.4,29.7,0.951935056,0.433268903,0.202124872,0.008895965,0.119981232,0.005679783,0.181984301,0.048064944,608300
