DATE,NETMIGNACS008031
2009-01-01,-7456.0
2010-01-01,-3800.0
2011-01-01,-1400.0
2012-01-01,3342.0
2013-01-01,-71.0
2014-01-01,2087.0
2015-01-01,1537.0
2016-01-01,-525.0
2017-01-01,-1455.0
2018-01-01,-143.0
2019-01-01,-2790.0
