DATE,NETMIGNACS006037
2009-01-01,-84527.0
2010-01-01,-77278.0
2011-01-01,-115651.0
2012-01-01,-94192.0
2013-01-01,-96810.0
2014-01-01,-94291.0
2015-01-01,-89578.0
2016-01-01,-97423.0
2017-01-01,-105284.0
2018-01-01,-110579.0
2019-01-01,-114158.0
