DATE,NETMIGNACS036061
2009-01-01,7834.0
2010-01-01,18741.0
2011-01-01,-4803.0
2012-01-01,-6036.0
2013-01-01,-7532.0
2014-01-01,-7923.0
2015-01-01,-15697.0
2016-01-01,-22747.0
2017-01-01,-21796.0
2018-01-01,-26123.0
2019-01-01,-28232.0
