,"('Sex and Age', '10 to 14 years')","('Sex and Age', '45 to 54 years')","('Place of Birth', 'State of residence')","('Residence 1 Year Ago', 'Abroad')","('Occupation', 'Civilian employed population 16 years and over')","('Occupation', 'Management, business, science, and arts occupations')","('Occupation', 'Natural resources, construction, and maintenance occupations')",Civilian employed population 16 years and over,Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services",Private wage and salary workers,"$25,000 to $34,999","$35,000 to $49,999","$150,000 to $199,000","$200,000 or more",Median household income (dollars),Mean household income (dollars),"('Value', 'Median (dollars)')",With private health insurance,With public coverage,Civilian noninstitutionalized population under 19 years,Population 25 years and over,High school graduate (includes equivalency),"Some college, no degree",Bachelor's degree,Graduate or professional degree,Percent bachelor's degree or higher,Asian,value_price
0,5.925650192090236,10.755227172164826,71.58764160948441,0.14608690766324156,42.0938186977195,15.725131864504394,3.8963063891951872,42.0938186977195,0.7246753429179454,1.9143003631102464,3.7208616318188525,29.47879281645725,3.6791425822265613,4.767490044317711,2.6163603289764787,2.542755002423076,8.62938172930377,11.865347202225015,31210000,61.17670194759132,47.24647249281856,21.628869020445144,70.60408341000554,17.711211467822253,20.167859475632284,12.244189884886326,5.97804482339638,2580.0,3.0438050020719056,312100
1,6.207635432517355,12.903530886434023,61.29547706631811,0.4713212522267423,48.539172315275664,21.77083539186431,4.1755477574481175,48.539172315275664,1.034394170804902,3.269182450305886,7.332934331215046,35.08329639740611,2.8046367057481714,4.344229667124955,3.4227606241371813,6.782142020286999,11.299711758611247,17.850780736102443,69440000,67.56296281657855,40.9994438437455,20.89481871282293,72.66393199648803,12.256752216861415,16.55411795594226,19.46433965619945,11.542077314188761,4270.0,3.9440512454230032,694400
2,6.2526213563973005,11.611633066996909,63.68126423140177,0.8201785896209502,44.37180723752367,15.329229132679995,5.411405761493284,44.37180723752367,0.5857284426926838,2.282448919108084,4.36445090108506,31.88085381133643,2.5794808490482413,3.7076729499835275,3.1941847895836393,2.8722789162899187,9.683770148886428,12.875308774283518,39760000,64.59524934143589,38.872151900408966,24.70525038667074,65.10106362569479,15.722052206173236,16.148878489463637,11.052498574379044,6.670847606081415,2720.0,11.264853250349624,397600
3,6.387782625104578,12.54991383018873,65.5902698052008,0.5193941457312293,45.26475113683449,19.80282552526636,3.596434971483467,45.26475113683449,0.7973016840721767,3.2980736494564575,5.745269897572729,33.513986429244426,2.3276405834738707,3.385167179990657,3.7952985328698903,5.11700883867375,11.397903949031809,14.961612866617577,47310000,74.02923703428054,36.741989374589274,21.358896604144068,72.88910354365102,15.259050469381346,18.685521096428374,17.29242048756542,8.384599752443238,3520.0000000000005,5.921568316957111,473100
4,6.138785134256658,12.81732390176181,61.2680285150784,0.33798300994942654,51.293948809484455,19.737711962450007,5.208436628874272,51.293948809484455,0.9850262783856147,2.5560825923599864,5.956571800041869,39.71892594673807,2.0643958174946837,3.9563569453167178,3.7110644674357367,4.860261792218953,11.824722617040734,15.513475247633842,58360000,71.95870382000683,35.72896351876949,21.100524465893187,71.53422801044525,15.331537368194889,17.26578080410758,14.970691611851167,8.834936480128693,3329.9999999999995,11.675701583314051,583600
5,6.644474085707014,10.631721237993052,62.12051262048512,0.7817705382617403,47.41944105900302,16.98167257715716,4.177670239390851,47.41944105900302,0.7684703360730898,3.0696610878286528,5.875236430276887,34.08624413799983,3.4549832916210006,4.010650392675681,2.6051771037019322,2.3529848083555964,8.272597874781153,10.892481932826307,35610000,59.7996273385656,43.48245332460294,26.084382109693415,65.82461893002431,16.626275828289273,15.652803337327656,13.070901587455863,6.4291131194984805,2960.0,15.167857503679935,356100
6,6.548710927381626,13.315350986165663,60.84306459371878,0.4973118990098696,48.578108232408404,20.20992033494214,3.532196419037147,48.578108232408404,0.7152410304122813,3.683385579937304,5.635628835896324,34.934608044743534,2.182330956245011,3.8591561953194797,3.4264697330929814,3.856777344885736,10.280069991066094,13.4660115136361,42170000,69.9984669630538,37.31081531133866,23.209650731892985,70.29978801799469,14.527903915587814,17.988074029825498,15.60446589521428,8.110690553849244,3370.0000000000005,17.750056828093694,421700
7,7.967941867329545,10.53350495153537,65.92558387747457,0.303742097106224,36.56200444898529,10.913839275221862,3.853805624413288,36.56200444898529,0.40881446570009305,1.1274541656355288,3.7566136834639594,26.358786192937757,3.5217216384100336,4.32372796763771,1.8545273056817884,1.052382723337541,7.7615299642892195,10.097316368754242,27000000,50.199706626886645,46.257142501634846,29.14942535092097,61.94762695438062,18.097885971594515,16.49193776950717,6.771222890292004,3.9736710764802416,1730.0,2.376847580086574,270000
8,8.493979280367308,11.950478752949211,65.33092300714944,0.20103037622490944,43.557218493775444,13.393234780038627,6.022248380800962,43.557218493775444,0.5963391578636255,2.0257186390065174,3.965317801252554,34.304725360402365,2.6437150617359446,3.333817436900922,3.0763507763492477,3.0721467190517684,9.202681424181737,12.461717599457804,40990000,60.18936093233251,42.51448488832495,27.86334520661031,64.33965725467414,18.16815210024511,14.031869302228406,9.871763512859319,4.6114686683075234,2250.0,16.251356763946003,409900
9,8.058740238396881,11.988222665876979,68.34763008606815,0.24906551403592034,43.73342014671985,12.115174169356704,6.329271146708086,43.73342014671985,0.5348698256802887,1.4639299531024672,4.081275110837422,34.5594416748708,2.544259791674021,3.743042835346123,2.4197924061820544,1.9785346057247153,9.105861341763646,11.46328931214773,37200000,60.78022223703977,41.25806194344317,27.65437812721038,63.9687837889075,19.078026145995537,16.563575770174634,8.41187722181474,3.13011940762938,1800.0,7.362533486564191,372000
10,5.886448666499457,13.29516240280913,52.26269229161441,0.9623725022991388,49.649511955522115,22.361868781874424,3.5161148733383496,49.649511955522115,0.964462628542764,3.912716328066215,9.004394490427222,38.951853941978094,1.718867569601204,2.434735808042806,4.118201864392609,7.5841537078839565,13.530954769668089,19.490165956023745,73520000,70.4192270713151,34.89753156090628,23.357813936961794,69.94842613493854,11.502748516010367,13.195620140456485,18.442228910626202,12.87779031853524,4480.0,14.810634562327566,735200
11,3.4921982396027818,12.878418720121463,39.52699583495763,1.3464576622417366,61.6827643160508,38.128346909046144,1.515983093621125,61.6827643160508,4.384707318574447,5.011258950737602,17.384691930486877,51.20219434128727,1.7871981370155319,2.4122109604218385,5.0684513428671085,13.437903937298673,16.322913888261965,22.582659677055336,122600000,75.87135045856502,28.645053242782986,14.172556884630378,80.05549970249697,9.140524015675332,9.903131988756437,28.716992552165614,20.029775949445003,6090.0,32.79060403373069,1226000
12,5.0942333678853515,12.419087800709855,50.734891512298915,0.9940316482613225,53.8861916349434,29.363015988003472,2.659031407654421,53.8861916349434,2.0579043268924386,3.253135368044022,10.778668962620092,40.42247970773414,2.3773262460511204,3.0748261452563375,4.143380904135707,7.191415145749256,11.902108106631777,16.44762768097866,85850000,70.76457069876146,33.16135358939977,19.7575983009251,71.99101560823475,10.720142959516913,10.480056289009207,21.665025770950034,17.06306111805475,5380.0,20.712092382645608,858500
13,5.133381786858327,13.220948073972384,45.21427225497322,0.9915475517510566,56.179170367977605,28.166707044604163,3.25311583084336,56.179170367977605,2.4245605534469297,4.089746695738781,11.314167272335728,45.57242456055345,1.2611375810923577,2.2284583703464427,4.428921370696385,10.38224447495222,16.956041885380493,23.519071845810117,116140000,78.93321489138336,27.30383052033702,19.465530700691808,73.3943040189507,11.77151471102856,11.522113650434736,21.084685994239415,15.262052814342244,4950.0,36.28899835796388,1161400
14,7.073009234167442,14.116746259804271,49.664711777398274,0.9457863358864494,51.609076685516776,26.95497448588287,3.3094213050547605,51.609076685516776,1.7679646995060794,3.403117937600344,10.968258188548814,42.61624518095083,1.0899743324913846,1.640266287619262,4.501145323093599,8.74906686846169,15.98058063790406,20.24486394175214,88800000,78.96836556258884,25.544923253126626,24.001549254006076,70.35811798873084,12.981649265254783,11.823799200319055,20.485432921903282,13.307350519997135,4800.0,37.11779954800642,888000
